商品型號,商品網址,商品照片,商品標題,品牌,分類,男女款,價格,商品介紹
G27483,https://www.adidas.com/us/ultraboost-19-shoes/G27483.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/cb09e9b40b3f4b929437aa4f00dc4999_9366/Ultraboost_19_Shoes_Blue_G27483_01_standard.jpg",adidas Ultraboost 19 Shoes - Blue | adidas US,adidas,"['Running', 'Training']",W,180,"Engineered fit Endless energy Support through your stride  adidas Primeknit 360 upper offers an engineered fit that expands and supports as you move through each stride Dual-density Boost cushioning on the medial side provides energized stability for a smooth, responsive ride Torsion Spring is embedded in the midsole to provide support during landing and propulsion at toe-off Ultraboost reinvented. These running shoes reboot key performance technologies to give you a confident and energy-filled run. The knit upper has a second-skin fit and is built with motion-weave technology for adaptive stretch and support. Dual-density cushioning delivers medial support and an energized ride.egular fit Lace closure adidas Primeknit 360 upper Synthetic lining; Stretchweb outsole flexes naturally for an energized ride, and Continental™ Rubber gives you superior traction Dual-density Boost cushioning under arch Natural feel like a second skin Weight: 9 ounces (size 7) Midsole drop: 10 mm (heel: 29 mm / forefoot: 19 mm) Arch type: Normal; Lightweight 3D heel frame for personalized fit; Stabilizing Torsion Spring Imported"
EE5108,https://www.adidas.com/us/nmd_r1-shoes/EE5108.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/e896912f290d424db5b1aa7900ec5cf5_9366/NMD_R1_Shoes_Blue_EE5108_01_standard.jpg",adidas NMD_R1 Shoes - Blue | adidas US,adidas,['Lifestyle'],U,130,"Distinctive Boost midsole Dual-color midsole  Signature NMD details Boost is our most responsive cushioning ever Boost midsole features contrast colors Molded EVA midsole plugs for signature NMD aesthetic The NMD_R1 rewrites the rules with a forward-thinking design that's rooted in adidas' best running technologies. These shoes pair a textile upper with a sock-like fit for a light, comfortable feel. Molded EVA inserts complement the responsive Boost midsole.egular fit Lace closure Textile upper Textile lining; Rubber outsole Responsive Boost midsole with Molded EVA plugs Sock-like construction hugs the foot Imported"
G54017,https://www.adidas.com/us/ultraboost-19-shoes/G54017.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/3701e106cdc94de2acd5aa990137c720_9366/Ultraboost_19_Shoes_Black_G54017_01_standard.jpg",adidas Ultraboost 19 Shoes - Black | adidas US,adidas,['Running'],W,180,"Engineered fit Endless energy Support through your stride  adidas Primeknit 360 upper offers an engineered fit that expands and supports as you move through each stride Dual-density Boost cushioning on the medial side provides energized stability for a smooth, responsive ride Torsion Spring is embedded in the midsole to provide support during landing and propulsion at toe-off Ultraboost reinvented. These running shoes reboot key performance technologies to give you a confident and energy-filled run. The knit upper has a second-skin fit and is built with motion-weave technology for adaptive stretch and support. Dual-density cushioning delivers medial support and an energized ride.egular fit Lace closure adidas Primeknit 360 upper Synthetic lining; Stretchweb outsole flexes naturally for an energized ride, and Continental™ Rubber gives you superior traction Dual-density Boost cushioning under arch Natural feel like a second skin Weight: 9 ounces (size 7) Midsole drop: 10 mm (heel: 29 mm / forefoot: 19 mm) Arch type: Normal; Lightweight 3D heel frame for personalized fit; Stabilizing Torsion Spring Imported"
F34079,https://www.adidas.com/us/ultraboost-shoes/F34079.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/35a22142df5e49a1a57caa990134d1a9_9366/Ultraboost_Shoes_White_F34079_01_standard.jpg",adidas Ultraboost Shoes - White | adidas US,adidas,['Running'],W,180,"Built for comfort and performance. These women's running shoes have a breathable knit upper with ventilation in key sweat zones to help keep feet cool and dry. A flexible outsole moves in harmony with responsive cushioning for a smooth, energy-filled ride.egular fit Lace closure adidas Primeknit textile upper Synthetic lining; Stretchweb outsole flexes naturally for an energized ride; Continental™ Rubber gives you superior traction Responsive Boost midsole Weight: 9 ounces (size 7) Midsole drop: 10 mm (heel: 27.5 mm / forefoot: 17.5 mm) Arch type: Normal; Fitcounter molded heel counter provides a natural fit that allows optimal movement of the Achilles Imported"
G27636,https://www.adidas.com/us/u_path-run-shoes/G27636.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/a8080c6d00924b9f8673a9c300cf22f9_9366/U_Path_Run_Shoes_Black_G27636_01_standard.jpg",adidas U_Path Run Shoes - Black | adidas US,adidas,['Lifestyle'],U,85,"The U_Path Run offers a sleek combination of retro and modern. These shoes are built of soft, breathable mesh for everyday wear. The D-ring lacing system adds a distinctive look and the bungee heel piece gives extra support. A lightweight EVA midsole adds all-day wearability.egular fit Lace closure Mesh upper Rubber outsole Lightweight EVA midsole; Enjoy the comfort and performance of OrthoLite® sockliner Soft, lightweight and breathable feel Imported"
EE5182,https://www.adidas.com/us/nmd_r1-shoes/EE5182.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/652f3b2cabfb4c2a9736aa2d009ae247_9366/NMD_R1_Shoes_White_EE5182_01_standard.jpg",adidas NMD_R1 Shoes - White | adidas US,adidas,['Lifestyle'],W,130,"Taking style cues from premium technical outerwear, these shoes blend '80s heritage with modern comfort. The soft and stretchy knit upper shows off reflective details. Iconic EVA plugs accent the Boost midsole, adidas' most responsive cushioning ever.egular fit Lace closure Knit upper Rubber outsole; Textile lining Responsive Boost midsole Stretchy, soft feel Imported"
DB3212,https://www.adidas.com/us/ultraboost-shoes/DB3212.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c0f796ebd47f4fe6bbe8a9e400f67a66_9366/Ultraboost_Shoes_Turquoise_DB3212_01_standard.jpg",adidas Ultraboost Shoes - Turquoise | adidas US,adidas,['Running'],W,180,"Engineered fit Endless energy adidas Primeknit upper wraps the foot with an engineered fit for targeted support that enhances movement Boost is our most responsive cushioning ever, delivering incredible energy return: The more energy you give, the more you get Get that best-ever feeling on every run. These neutral shoes have a stretchy knit upper with ventilation in key sweat zones to help you stay cool. Energy-returning cushioning and a flexible outsole work together to give you a smooth ride from touch-down to toe-off.egular fit Lace closure adidas Primeknit textile upper Flexible Stretchweb outsole; Continental™ Rubber outsole for extraordinary traction in wet and dry conditions; Midfoot cage Responsive Boost midsole; Stabilizing Torsion System Lightweight and adaptive Weight: 9.4 ounces (size US 7) Midsole drop: 10 mm (heel: 27.5 mm / forefoot: 17.5 mm) Arch type: Normal; Fitcounter heel for unrestricted fit Imported"
EG7788,https://www.adidas.com/us/pharrell-williams-x-adidas-solar-hu-shoes/EG7788.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/0f1da41be3fe43cdb807aa62017c7f19_9366/Pharrell_Williams_x_adidas_Solar_Hu_Shoes_Black_EG7788_01_standard.jpg",adidas Pharrell Williams x adidas Solar Hu Shoes - Black | adidas US,adidas,['Running'],U,160,adidas teamed up with Pharrell Williams to create these running shoes that celebrate the world's many vibrant hues. They have a breathable textile upper and responsive cushioning for an energized ride. A stability rail helps guide the foot through the gait cycle.egular fit Lace closure Textile upper Rubber outsole; Textile lining Responsive Boost midsole Weight: 9.8 ounces (size US 9) Midsole drop: 10 mm (heel: 32 mm / forefoot: 22 mm) Stabilizing Torsion System; Fitcounter heel for unrestricted fit; Stabilizing Solar Propulsion Rail Imported
EH0206,https://www.adidas.com/us/nmd_r1-shoes/EH0206.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/885ed876c8764430b87faa490144f190_9366/NMD_R1_Shoes_Black_EH0206_01_standard.jpg",adidas NMD_R1 Shoes - Black | adidas US,adidas,['Lifestyle'],W,130,"Made for urban adventures, the NMD series combines '80s running heritage with modern materials. These shoes feature a soft, stretchy knit upper that rides on a responsive Boost midsole, delivering energy return with every stride. As a nod to cycling culture, the front midsole plug has a look that's inspired by road racing bikes.egular fit Lace closure Stretchy knit upper Textile lining; Rubber outsole Responsive Boost midsole with EVA plugs Sock-like construction hugs the foot Imported"
EE5118,https://www.adidas.com/us/falcon-shoes/EE5118.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/9524386f026e4002ac9baa8400cb8c52_9366/Falcon_Shoes_White_EE5118_01_standard.jpg",adidas Falcon Shoes - White | adidas US,adidas,['Lifestyle'],W,100,"Cued by daring '90s fashion Built for all-day comfort Stability Color-pop accents recall '90s style trends Cushioned with a lightweight EVA midsole and lined with soft terry fabric Torsion System for midfoot stability stays true to running heritage The Falcon captures the carefree, rebellious spirit of the '90s. These shoes have a retro look with a chunky shape and vibrant colors. They're made of mesh and feature soft leather details.ide fit Lace closure Mesh upper with leather overlays Textile lining; Rubber outsole Lightweight EVA midsole Textured feel Imported"
EF1906,https://www.adidas.com/us/streetball-shoes/EF1906.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/024dc13efda24b23a803aa3800fa394e_9366/Streetball_Shoes_Black_EF1906_01_standard.jpg",adidas Streetball Shoes - Black | adidas US,adidas,['Lifestyle'],U,110,"'90s style returns Super-light cushioning Inspired by the 1993 Streetball II Lightstrike is a super-light cushioning with traction for explosive movement at fearless speed Born for basketball and transformed for street style, the Streetball stomps onto the scene in an outrageous look. The high-volume shape and collage of layers on the upper are pure '90s. The leather shoes are detailed with perforated quarters, an oversize tongue and a sculpted outsole.egular fit Lace closure Leather upper Textile lining; Rubber outsole Super-light Lightstrike cushioning for explosive, dynamic speed Durable feel Imported"
EE6378,https://www.adidas.com/us/rivalry-rm-low-shoes/EE6378.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/894a31cfd1df40d2bb95aa15015f17ab_9366/Rivalry_RM_Low_Shoes_White_EE6378_01_standard.jpg",adidas Rivalry RM Low Shoes - White | adidas US,adidas,['Lifestyle'],U,130,"The Rivalry RM imagines how '80s designers would build a shoe with all the benefits of today's technology. The result is a retro, stripped-down look that incorporates modern materials with vintage style. These shoes have a leather and synthetic upper with TPU and embroidered details. Responsive Boost underfoot returns energy with every stride.egular fit Round laces Leather and synthetic upper with ""The Brand with the 3-Stripes"" embossed on tongue Textile lining; Rubber outsole Responsive Boost midsole Soft feel Imported"
EE5177,https://www.adidas.com/us/nmd_r1-shoes/EE5177.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/48f72566fcaf4b119336aaa0009ad3ee_9366/NMD_R1_Shoes_Grey_EE5177_01_standard.jpg",adidas NMD_R1 Shoes - Grey | adidas US,adidas,['Lifestyle'],W,130,"The NMD is back with a new look inspired by premium technical outerwear. Blending heritage style with modern comfort, the shoes feature a knit upper with translucent overlays that help protect from the elements. Midsole EVA plugs accent the responsive Boost midsole.egular fit Lace closure Knit upper with semi-translucent TPU overlays Textile lining; Rubber outsole Responsive Boost midsole with Molded EVA plugs Soft feel Imported"
EE5393,https://www.adidas.com/us/continental-80-shoes/EE5393.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/63c84dcd87554da8936baa9b00fd5b00_9366/Continental_80_Shoes_White_EE5393_01_standard.jpg",adidas Continental 80 Shoes - White | adidas US,adidas,['Lifestyle'],U,80,"Just like their 1980s namesake, these shoes combine versatility with good looks. They're made with a patent leather upper for upgraded style. A distinctive split cupsole and curved webbing stripe complete the retro vibe.egular fit Lace closure Patent leather upper with webbing stripe Textile lining; Rubber cupsole EVA midsole Soft feel Imported"
