商品型號,商品網址,商品照片,商品標題,品牌,分類,男女款,價格,商品介紹
C77124,https://www.adidas.com/us/superstar-shoes/C77124.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d285610e30664900b857a7fa00ed0201_9366/Superstar_Shoes_White_C77124_01_standard.jpg",adidas Superstar Shoes - White | adidas US,adidas,['Lifestyle'],U,80,The adidas Superstar sneaker reigns supreme. The fan favorite launched in 1969 and quickly lived up to its name as NBA players laced into the now-famous shell-toe design. These men's shoes come in full grain leather with serrated 3-Stripes and a rubber cupsole.ull grain leather upper Rubber shell toe Synthetic leather lining Herringbone-pattern rubber cupsole Imported
EE5359,https://www.adidas.com/us/continental-80-shoes/EE5359.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/a1967fdc00cf4c7fb8d7aaa000e47237_9366/Continental_80_Shoes_White_EE5359_01_standard.jpg",adidas Continental 80 Shoes - White | adidas US,adidas,['Lifestyle'],U,100,"These Continental 80 shoes are a faithful remake of an archive fitness and tennis style. A supple leather upper and a double cupsole stay true to the original design. Three straps replace the laces to give them a retro vibe. A monochromatic color creates a clean, minimalist look.egular fit Hook-and-loop closure Leather upper Textile lining; Rubber cupsole Three-quarter EVA midsole Soft feel Imported"
G27636,https://www.adidas.com/us/u_path-run-shoes/G27636.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/a8080c6d00924b9f8673a9c300cf22f9_9366/U_Path_Run_Shoes_Black_G27636_01_standard.jpg",adidas U_Path Run Shoes - Black | adidas US,adidas,['Lifestyle'],U,85,"The U_Path Run offers a sleek combination of retro and modern. These shoes are built of soft, breathable mesh for everyday wear. The D-ring lacing system adds a distinctive look and the bungee heel piece gives extra support. A lightweight EVA midsole adds all-day wearability.egular fit Lace closure Mesh upper Rubber outsole Lightweight EVA midsole; Enjoy the comfort and performance of OrthoLite® sockliner Soft, lightweight and breathable feel Imported"
G27707,https://www.adidas.com/us/continental-80-shoes/G27707.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c6f0aede76f849a18a27a91500a0c8c9_9366/Continental_80_Shoes_Black_G27707_01_standard.jpg",adidas Continental 80 Shoes - Black | adidas US,adidas,['Lifestyle'],M,80,"Vintage nostalgia Classic comfort Split cupsole  A logo window next to the laces recalls '80s styles French terry lining for a soft feel and a throwback look A split rubber cupsole with an EVA insert provides a comfortable, flexible feel Steeped in nostalgia, the Continental 80 captures the retro look of indoor sneakers from the early 1980s. The leather shoes feature a swooping two-tone stripe and a distinctive split rubber cupsole that's built for a comfortable, flexible feel.egular fit Lace closure Full grain leather upper Split rubber cupsole; French terry lining Enjoy the comfort and performance of OrthoLite® sockliner; Lightweight EVA midsole insert Soft feel Imported"
EF1906,https://www.adidas.com/us/streetball-shoes/EF1906.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/024dc13efda24b23a803aa3800fa394e_9366/Streetball_Shoes_Black_EF1906_01_standard.jpg",adidas Streetball Shoes - Black | adidas US,adidas,['Lifestyle'],U,110,"'90s style returns Super-light cushioning Inspired by the 1993 Streetball II Lightstrike is a super-light cushioning with traction for explosive movement at fearless speed Born for basketball and transformed for street style, the Streetball stomps onto the scene in an outrageous look. The high-volume shape and collage of layers on the upper are pure '90s. The leather shoes are detailed with perforated quarters, an oversize tongue and a sculpted outsole.egular fit Lace closure Leather upper Textile lining; Rubber outsole Super-light Lightstrike cushioning for explosive, dynamic speed Durable feel Imported"
EE6378,https://www.adidas.com/us/rivalry-rm-low-shoes/EE6378.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/894a31cfd1df40d2bb95aa15015f17ab_9366/Rivalry_RM_Low_Shoes_White_EE6378_01_standard.jpg",adidas Rivalry RM Low Shoes - White | adidas US,adidas,['Lifestyle'],U,130,"The Rivalry RM imagines how '80s designers would build a shoe with all the benefits of today's technology. The result is a retro, stripped-down look that incorporates modern materials with vintage style. These shoes have a leather and synthetic upper with TPU and embroidered details. Responsive Boost underfoot returns energy with every stride.egular fit Round laces Leather and synthetic upper with ""The Brand with the 3-Stripes"" embossed on tongue Textile lining; Rubber outsole Responsive Boost midsole Soft feel Imported"
G54008,https://www.adidas.com/us/ultraboost-19-shoes/G54008.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/78c939bf072347aaba29aa3e00c476c5_9366/Ultraboost_19_Shoes_White_G54008_01_standard.jpg",adidas Ultraboost 19 Shoes - White | adidas US,adidas,"['Running', 'Training']",M,180,"Engineered fit Endless energy Support through your stride  adidas Primeknit 360 upper offers an engineered fit that expands and supports as you move through each stride Dual-density Boost cushioning on the medial side provides energized stability for a smooth, responsive ride Torsion Spring is embedded in the midsole to provide support during landing and propulsion at toe-off Ultraboost reinvented. These running shoes reboot key performance technologies to give you a confident and energy-filled run. The knit upper has a second-skin fit and is built with motion-weave technology for adaptive stretch and support. Dual-density cushioning delivers medial support and an energized ride.egular fit Lace closure adidas Primeknit 360 upper Synthetic lining; Stretchweb outsole flexes naturally for an energized ride, and Continental™ Rubber gives you superior traction Dual-density Boost cushioning under arch Natural feel like a second skin Weight: 11 ounces (size 9) Midsole drop: 10 mm (heel: 29 mm / forefoot: 19 mm) Arch type: Normal; Lightweight 3D heel frame for personalized fit; Stabilizing Torsion Spring Imported"
G54009,https://www.adidas.com/us/ultraboost-19-shoes/G54009.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/9de65d56c4784fab8bd9aa3e00c53723_9366/Ultraboost_19_Shoes_Black_G54009_01_standard.jpg",adidas Ultraboost 19 Shoes - Black | adidas US,adidas,"['Running', 'Training']",M,180,"Engineered fit Endless energy Support through your stride  adidas Primeknit 360 upper offers an engineered fit that expands and supports as you move through each stride Dual-density Boost cushioning on the medial side provides energized stability for a smooth, responsive ride Torsion Spring is embedded in the midsole to provide support during landing and propulsion at toe-off Ultraboost reinvented. These running shoes reboot key performance technologies to give you a confident and energy-filled run. The knit upper has a second-skin fit and is built with motion-weave technology for adaptive stretch and support. Dual-density cushioning delivers medial support and an energized ride.egular fit Lace closure adidas Primeknit 360 upper Synthetic lining; Stretchweb outsole flexes naturally for an energized ride, and Continental™ Rubber gives you superior traction Dual-density Boost cushioning under arch Natural feel like a second skin Weight: 11 ounces (size 9) Midsole drop: 10 mm (heel: 29 mm / forefoot: 19 mm) Arch type: Normal; Lightweight 3D heel frame for personalized fit; Stabilizing Torsion Spring Imported"
G54010,https://www.adidas.com/us/ultraboost-19-shoes/G54010.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/3fdfdcd8455e48fa8631aa3901585fdb_9366/Ultraboost_19_Shoes_Grey_G54010_01_standard.jpg",adidas Ultraboost 19 Shoes - Grey | adidas US,adidas,"['Running', 'Training']",M,180,"Engineered fit Endless energy Support through your stride  adidas Primeknit 360 upper offers an engineered fit that expands and supports as you move through each stride Dual-density Boost cushioning on the medial side provides energized stability for a smooth, responsive ride Torsion Spring is embedded in the midsole to provide support during landing and propulsion at toe-off Ultraboost reinvented. These running shoes reboot key performance technologies to give you a confident and energy-filled run. The knit upper has a second-skin fit and is built with motion-weave technology for adaptive stretch and support. Dual-density cushioning delivers medial support and an energized ride.egular fit Lace closure adidas Primeknit 360 upper Synthetic lining; Stretchweb outsole flexes naturally for an energized ride, and Continental™ Rubber gives you superior traction Dual-density Boost cushioning under arch Natural feel like a second skin Weight: 11 ounces (size 9) Midsole drop: 10 mm (heel: 29 mm / forefoot: 19 mm) Arch type: Normal; Lightweight 3D heel frame for personalized fit; Stabilizing Torsion Spring Imported"
EE5108,https://www.adidas.com/us/nmd_r1-shoes/EE5108.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/e896912f290d424db5b1aa7900ec5cf5_9366/NMD_R1_Shoes_Blue_EE5108_01_standard.jpg",adidas NMD_R1 Shoes - Blue | adidas US,adidas,['Lifestyle'],U,130,"Distinctive Boost midsole Dual-color midsole  Signature NMD details Boost is our most responsive cushioning ever Boost midsole features contrast colors Molded EVA midsole plugs for signature NMD aesthetic The NMD_R1 rewrites the rules with a forward-thinking design that's rooted in adidas' best running technologies. These shoes pair a textile upper with a sock-like fit for a light, comfortable feel. Molded EVA inserts complement the responsive Boost midsole.egular fit Lace closure Textile upper Textile lining; Rubber outsole Responsive Boost midsole with Molded EVA plugs Sock-like construction hugs the foot Imported"
EG8106,https://www.adidas.com/us/ultraboost-multicolor-shoes/EG8106.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/0aeda4f6301e4b189366aa8700fd0518_9366/Ultraboost_Multicolor_Shoes_Blue_EG8106_01_standard.jpg",adidas Ultraboost Multicolor Shoes - Blue | adidas US,adidas,['Running'],M,180,"Built for comfort and performance. These running shoes have a breathable knit upper with a rainbow look. A flexible outsole moves in harmony with responsive cushioning for a smooth, energy-filled ride.ace closure adidas Primeknit textile upper Continental™ Rubber outsole for extraordinary traction in wet and dry conditions; Textile lining Responsive Boost midsole Imported"
EF1360,https://www.adidas.com/us/ultraboost-s-l-shoes/EF1360.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/b1b5060d7dba4249b8c2aa3e00c33eff_9366/Ultraboost_SandL_Shoes_Black_EF1360_01_standard.jpg",adidas Ultraboost S&L Shoes - Black | adidas US,adidas,['Running'],M,180,"Ultraboost comfort and performance in premium leather. These running shoes are designed with a soft leather upper. A flexible outsole moves in harmony with responsive cushioning for a smooth, energy-filled ride.egular fit Lace closure Leather upper Textile lining; Stretchweb outsole flexes naturally for an energized ride; Continental™ Rubber gives you superior traction Responsive Boost midsole Arch type: Normal; Fitcounter molded heel counter provides a natural fit that allows optimal movement of the Achilles Imported"
F34726,https://www.adidas.com/us/adilette-comfort-slides/F34726.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/25cc779336ef41b0bb95a9e501183dfb_9366/Adilette_Comfort_Slides_Blue_F34726_01_standard.jpg",adidas Adilette Comfort Slides - Blue | adidas US,adidas,['Swim'],M,35,"Enhance your post-workout reset with the comfort of these slides. Built with ultra-soft and smooth cushioning, these casual sandals adapt to the shape of your foot. The modern camouflage print upper is complemented with a contrast adidas Badge of Sport.egular fit Slip-on construction Single-bandage synthetic upper EVA outsole; Textile lining Pillow-soft Cloudfoam Plus footbed Extra-soft, smooth cushioning Imported"
EF0469,https://www.adidas.com/us/pro-bounce-2019-low-shoes/EF0469.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/655f4bf3164244ee8c9eaa07005beffb_9366/Pro_Bounce_2019_Low_Shoes_Black_EF0469_01_standard.jpg",adidas Pro Bounce 2019 Low Shoes - Black | adidas US,adidas,['Basketball'],U,110,"Designed for lightweight agility, these low-cut basketball shoes deliver instant, step-in comfort on the court. They feature cushioned pods on the inside of the collar and flexible cushioning in the midsole for elevated comfort and stability. Flex grooves on the outsole mimic your foot's natural movement as you create separation.egular fit Lace closure Textile upper with molded, padded ankle collar Textile lining; Zonal herringbone-pattern rubber outsole with anatomical flex grooves Flexible Bounce midsole cushioning Responsive, adaptive feel Banking barrier for lateral stability Imported"
G54444,https://www.adidas.com/us/pro-next-2019-shoes/G54444.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/243a696a7aac4af5ac93a9f300004766_9366/Pro_Next_2019_Shoes_Black_G54444_01_standard.jpg",adidas Pro Next 2019 Shoes - Black | adidas US,adidas,['Basketball'],M,80,"Work on your game in comfort in these basketball shoes. They feature a Cloudfoam midsole for enhanced cushioning as you get up and down the court. A mixed two-way upper lets you attack defenders with no distractions, and a herringbone outsole provides extra traction for quick changes of direction.egular fit Lace closure Synthetic upper Textile lining; Zonal herringbone rubber outsole Cushioned Cloudfoam midsole Imported"
